연번,주관대학명,학과(부),주관학과명,학년,교과목번호,분반,교과목명,교과목구분,학점,이론시간,실습시간,시간표,교수명,교양영역명,원어강의,팀티칭,원격강좌여부,수강제한인원,비고
682,자연과학대학,,물리학과,4학년,PH2001241,033,물리학도를 위한 응용전자공학,전공선택,3,3,0,"월 10:30(75) 308-110, 수 10:30(75) 308-110",김복기,,,N,N,60,
683,자연과학대학,,물리학과,4학년,PH2001242,033,반도체물리,전공선택,3,2,2,"월 15:00(100) 308-211, 수 15:00(100) 308-211",강해용,,,N,N,20,
684,자연과학대학,,물리학과,4학년,PH2200525,033,응용고체물리학,전공선택,3,3,0,"화 10:30(75) 308-317, 목 10:30(75) 308-317",김지희,,,N,N,60,
685,자연과학대학,,물리학과,4학년,PH2200526,033,입자물리학입문,전공선택,3,3,0,"화 09:00(75) 308-317, 목 09:00(75) 308-317",정광식,,,N,N,60,
686,자연과학대학,,물리학과,4학년,PH2200527,033,핵물리학입문,전공선택,3,3,0,"화 13:30(75) 308-110, 목 13:30(75) 308-110",유인권,,영어,N,N,60,
687,자연과학대학,,물리학과,4학년,PH2900708,001,고급물리실험,전공선택,2,0,4,금 14:00-18:00 309-508,이재광,,,N,N,20,
688,자연과학대학,,통계학과,1학년,ST1600528,001,통계학개론,전공기초,3,3,0,"화 15:00(75) 313-104, 목 15:00(75) 313-104",조영석,,,N,N,50,
689,자연과학대학,,통계학과,1학년,ST1600528,002,통계학개론,전공기초,3,3,0,"화 13:30(75) 313-107, 목 13:30(75) 313-107",이연동,,,N,N,10,
690,자연과학대학,,통계학과,1학년,ST1600528,003,통계학개론,전공기초,3,3,0,"화 15:00(75) 313-105, 목 15:00(75) 313-105",장문수,,,N,N,10,
691,자연과학대학,,통계학과,1학년,ZF1100694,032,생활과통계,효원균형교양,3,3,0,"화 13:30(75) 313-105, 목 13:30(75) 313-105",장문수,과학과기술,,N,N,10,
692,자연과학대학,,통계학과,2학년,ST2200419,001,수리통계학(I),전공필수,3,3,0,"화 13:30(75) 313-104, 목 13:30(75) 313-104",이동혁,,,N,N,50,
693,자연과학대학,,통계학과,2학년,ST2200419,002,수리통계학(I),전공필수,3,3,0,"월 15:00(75) 313-105, 수 15:00(75) 313-105",차은경,,,N,N,50,
694,자연과학대학,,통계학과,2학년,ST1600769,032,통계프로그래밍언어(II),전공선택,3,3,0,"화 15:00(75) 313-102, 목 15:00(75) 313-102",이연동,,,N,N,55,
695,자연과학대학,,통계학과,2학년,ST1600689,032,행렬대수,전공기초,3,3,0,"월 10:30(75) 313-104, 수 10:30(75) 313-104",김은영,,,N,N,50,
696,자연과학대학,,통계학과,2학년,ST2200402,032,통계수학(I),전공기초,3,3,0,"월 13:30(75) 313-105, 수 13:30(75) 313-105",이종민,,,N,N,50,
697,자연과학대학,,통계학과,2학년,ST2200456,032,통계적확률론,전공기초,3,3,0,"월 09:00(75) 313-104, 수 09:00(75) 313-104",권숙희,,,N,N,50,
698,자연과학대학,,통계학과,3학년,ST2200422,001,회귀분석(I),전공필수,3,3,0,"월 09:00(75) 313-105, 수 09:00(75) 313-105",김은영,,,N,N,50,
699,자연과학대학,,통계학과,3학년,ST2200422,002,회귀분석(I),전공필수,3,3,0,"월 10:30(75) 313-107, 수 10:30(75) 313-107",권숙희,,,N,N,50,
700,자연과학대학,,통계학과,3학년,ST2700517,032,다변량통계학(I),전공필수,3,3,0,"화 10:30(75) 313-104, 목 10:30(75) 313-104",최용석,,영어,N,N,60,
701,자연과학대학,,통계학과,3학년,ST2200432,032,생물통계학개론,전공선택,3,3,0,"월 10:30(75) 313-103, 수 10:30(75) 313-103",선호근,,,N,N,30,
702,자연과학대학,,통계학과,3학년,ST2200440,032,통계적품질관리,전공선택,3,3,0,"월 13:30(75) 313-102, 수 13:30(75) 313-102",이현영,,,N,N,50,
703,자연과학대학,,통계학과,3학년,ST3600011,032,실험계획법,전공선택,3,3,0,"월 15:00(75) 313-102, 수 15:00(75) 313-102",이현영,,,N,N,50,
704,자연과학대학,,통계학과,4학년,ST2200466,032,베이지안통계학,전공선택,3,3,0,"화 09:00(75) 313-104, 목 09:00(75) 313-104",김민우,,,N,N,50,
705,자연과학대학,,통계학과,4학년,ST2400969,032,데이터마이닝입문,전공선택,3,3,0,"월 13:30(75) 313-103, 수 13:30(75) 313-103",김은영,,,N,N,30,
706,자연과학대학,,통계학과,4학년,ST3600012,032,시계열분석,전공선택,3,3,0,"월 10:30(75) 313-102, 수 10:30(75) 313-102",박소영,,,N,N,50,
707,자연과학대학,,지능형헬스사이언스융합전공,2학년,IH1600697,001,빅데이터시각화입문,전공기초,3,3,0,"화 09:00(75) 607-110, 목 09:00(75) 607-110",정일효,,,N,N,50,
708,자연과학대학,,화학과,1학년,CH1500039,111,일반물리학실험(I),전공기초,1,0,2,화 13:00(100) 309-307,양임정,,,N,N,15,
709,자연과학대학,,화학과,1학년,CH1500039,112,일반물리학실험(I),전공기초,1,0,2,화 13:00(100) 309-401,이주연,,,N,N,15,
710,자연과학대학,,화학과,1학년,CH1500039,113,일반물리학실험(I),전공기초,1,0,2,목 13:00(100) 309-307,정광식,,,N,N,15,
711,자연과학대학,,화학과,1학년,CH1500039,114,일반물리학실험(I),전공기초,1,0,2,목 13:00(100) 309-401,이주연,,,N,N,15,
712,자연과학대학,,화학과,1학년,CH1500044,001,일반화학실험(I),전공기초,1,0,2,화 13:00(100) 606-107,박강현,,,N,N,15,
713,자연과학대학,,화학과,1학년,CH1500044,002,일반화학실험(I),전공기초,1,0,2,화 13:00(100) 606-313,임만호,,,N,N,15,
714,자연과학대학,,화학과,1학년,CH1500044,003,일반화학실험(I),전공기초,1,0,2,목 13:00(100) 606-107,이상학,,,N,N,15,
715,자연과학대학,,화학과,1학년,CH1500044,004,일반화학실험(I),전공기초,1,0,2,목 13:00(100) 606-313,홍대화,,,N,N,15,
716,자연과학대학,,화학과,1학년,CH1500044,005,일반화학실험(I),전공기초,1,0,2,월 13:00(100) 606-107,홍대화,,,N,N,15,
717,자연과학대학,,화학과,1학년,CH1500044,006,일반화학실험(I),전공기초,1,0,2,월 13:00(100) 606-109,최지용,,,N,N,15,
718,자연과학대학,,화학과,1학년,CH1500044,007,일반화학실험(I),전공기초,1,0,2,화 16:30(100) 606-107,홍대화,,,N,N,15,
719,자연과학대학,,화학과,1학년,CH1500044,008,일반화학실험(I),전공기초,1,0,2,화 16:30(100) 606-109,최지용,,,N,N,15,
720,자연과학대학,,화학과,1학년,CH1500044,009,일반화학실험(I),전공기초,1,0,2,화 16:30(100) 606-313,박강현,,,N,N,15,
721,자연과학대학,,화학과,1학년,CH1500044,010,일반화학실험(I),전공기초,1,0,2,수 13:00(100) 606-107,오세철,,,N,N,15,
722,자연과학대학,,화학과,1학년,CH1500044,011,일반화학실험(I),전공기초,1,0,2,수 13:00(100) 606-109,남기민,,,N,N,15,
723,자연과학대학,,화학과,1학년,CH1500044,012,일반화학실험(I),전공기초,1,0,2,목 16:30(100) 606-107,오세철,,,N,N,15,
724,자연과학대학,,화학과,1학년,CH1500044,013,일반화학실험(I),전공기초,1,0,2,목 16:30(100) 606-109,최지용,,,N,N,15,
725,자연과학대학,,화학과,1학년,CH1500044,014,일반화학실험(I),전공기초,1,0,2,목 16:30(100) 606-313,유현덕,,,N,N,15,
726,자연과학대학,,화학과,1학년,CH1500044,015,일반화학실험(I),전공기초,1,0,2,금 10:00(100) 606-107,이상학,,,N,N,15,
727,자연과학대학,,화학과,1학년,CH1500044,016,일반화학실험(I),전공기초,1,0,2,금 16:30(100) 606-107,이상학,,,N,N,15,
728,자연과학대학,,화학과,1학년,CH1500214,034,일반물리학(I),전공기초,3,3,0,"월 10:30(75) 606-B101, 수 10:30(75) 606-B101",김민주,,,N,N,35,
729,자연과학대학,,화학과,1학년,CH1500214,035,일반물리학(I),전공기초,3,3,0,"화 15:00(75) 308-110, 목 15:00(75) 308-110",천미연,,,N,N,35,
730,자연과학대학,,화학과,1학년,CH1500845,001,일반화학(I),전공기초,3,3,0,"월 13:30(75) 606-315, 수 13:30(75) 606-315",임만호,,,N,N,32,
731,자연과학대학,,화학과,1학년,CH1500845,002,일반화학(I),전공기초,3,3,0,"화 09:00(75) 606-315, 목 09:00(75) 606-315",오세철,,,N,N,32,
732,자연과학대학,,화학과,1학년,CH1500845,003,일반화학(I),전공기초,3,3,0,"월 10:30(75) 606-114, 수 10:30(75) 606-114",남기민,,,N,N,32,
733,자연과학대학,,화학과,1학년,CH1500845,004,일반화학(I),전공기초,3,3,0,"월 15:00(75) 606-414, 수 15:00(75) 606-414",홍대화,,,N,N,32,
734,자연과학대학,,화학과,1학년,CH1500845,005,일반화학(I),전공기초,3,3,0,"화 09:00(75) 606-114, 목 09:00(75) 606-114",박덕수,,,N,N,32,
735,자연과학대학,,화학과,1학년,CH1500845,006,일반화학(I),전공기초,3,3,0,"화 13:30(75) 606-B101, 목 13:30(75) 606-B101",최지용,,,N,N,32,
736,자연과학대학,,화학과,1학년,CH1500845,007,일반화학(I),전공기초,3,3,0,"화 16:30(75) 606-114, 목 16:30(75) 606-114",박덕수,,,N,N,32,
737,자연과학대학,,화학과,1학년,CH1500845,008,일반화학(I),전공기초,3,3,0,"화 10:30(75) 606-B101, 목 10:30(75) 606-B101",유현덕,,,N,N,32,
738,자연과학대학,,화학과,1학년,CH1500845,009,일반화학(I),전공기초,3,3,0,"화 15:00(75) 606-114, 목 15:00(75) 606-114",배명남,,영어,N,N,32,
739,자연과학대학,,화학과,2학년,CH2200601,034,물리화학(I),전공필수,3,3,0,"화 10:30(75) 606-315, 목 10:30(75) 606-315",이상학,,,N,N,40,
740,자연과학대학,,화학과,2학년,CH2200601,035,물리화학(I),전공필수,3,3,0,"화 15:00(75) 606-315, 목 15:00(75) 606-315",박영상,,,N,N,40,
741,자연과학대학,,화학과,2학년,CH2200671,034,분석화학,전공필수,3,3,0,"월 15:00(75) 606-315, 수 15:00(75) 606-315",남기민,,,N,N,35,
742,자연과학대학,,화학과,2학년,CH2200671,035,분석화학,전공필수,3,3,0,"화 13:30(75) 606-315, 목 13:30(75) 606-315",유현덕,,,N,N,35,
743,자연과학대학,,화학과,2학년,CH2200603,034,유기화학(I),전공기초,3,3,0,"월 09:00(75) 606-315, 수 09:00(75) 606-315",홍대화,,,N,N,35,
744,자연과학대학,,화학과,2학년,CH2200603,035,유기화학(I),전공기초,3,3,0,"월 10:30(75) 606-315, 수 10:30(75) 606-315",황도훈,,,N,N,35,
745,자연과학대학,,화학과,3학년,CH2200635,034,생화학(I),전공필수,3,3,0,"월 09:00(75) 606-414, 수 09:00(75) 606-414",김광선,,,N,N,35,
746,자연과학대학,,화학과,3학년,CH2200635,035,생화학(I),전공필수,3,3,0,"화 13:30(75) 606-114, 목 13:30(75) 606-114",김석만,,,N,N,35,
747,자연과학대학,,화학과,3학년,CH2200658,034,무기화학(I),전공필수,3,3,0,"월 13:30(75) 606-414, 수 13:30(75) 606-414",박강현,,,N,N,35,
748,자연과학대학,,화학과,3학년,CH2200658,035,무기화학(I),전공필수,3,3,0,"화 10:30(75) 606-414, 목 10:30(75) 606-414",최지용,,,N,N,35,
749,자연과학대학,,화학과,3학년,CH3400330,017,기기 및 물리화학실험,전공필수,2,0,4,월 16:30-20:30 606-416,박영상,,,N,N,15,
750,자연과학대학,,화학과,3학년,CH3400330,018,기기 및 물리화학실험,전공필수,2,0,4,화 15:00-19:00 606-416,임만호,,,N,N,15,
751,자연과학대학,,화학과,3학년,CH3400330,019,기기 및 물리화학실험,전공필수,2,0,4,수 16:30-20:30 606-416,박영상,,,N,N,15,
752,자연과학대학,,화학과,3학년,CH3400330,020,기기 및 물리화학실험,전공필수,2,0,4,목 15:00-19:00 606-416,이상학,,,N,N,15,
753,자연과학대학,,화학과,3학년,CH2001974,034,유기화학(III),전공선택,3,3,0,"월 15:00(75) 606-114, 수 15:00(75) 606-114",황도훈,,,N,N,35,
754,자연과학대학,,화학과,3학년,CH2200675,034,분자분광학,전공선택,3,3,0,"월 10:30(75) 606-414, 수 10:30(75) 606-414",임만호,,,N,N,35,
755,자연과학대학,,화학과,3학년,CH3600533,034,기기분석,전공선택,3,3,0,"화 09:00(75) 606-414, 목 09:00(75) 606-414",양해식,,,N,N,35,
756,자연과학대학,,화학과,4학년,CH2200608,017,생화학실험,전공필수,2,0,4,월 15:00-19:00 606-410,김광선,,,N,N,15,
757,자연과학대학,,화학과,4학년,CH2200608,018,생화학실험,전공필수,2,0,4,화 15:00-19:00 606-410,오세철,,,N,N,15,
758,자연과학대학,,화학과,4학년,CH2200608,019,생화학실험,전공필수,2,0,4,수 15:00-19:00 606-410,김석만,,,N,N,15,
759,자연과학대학,,화학과,4학년,CH2200608,020,생화학실험,전공필수,2,0,4,목 15:00-19:00 606-410,김석만,,,N,N,15,
760,자연과학대학,,화학과,4학년,CH2001976,034,생화학(III),전공선택,3,3,0,"화 13:30(75) 606-414, 목 13:30(75) 606-414",오세철,,,N,N,35,
761,자연과학대학,,화학과,4학년,CH2200676,034,유기금속화학,전공선택,3,3,0,"월 13:30(75) 606-114, 수 13:30(75) 606-114",우상국,,,N,N,35,
762,자연과학대학,,화학과,4학년,CH2600980,017,화학연구실험,전공선택,3,0,6,금 16:30-22:30 606-414,임만호,,,N,N,20,
763,자연과학대학,,화학과,4학년,CH3300985,034,나노소재화학,전공선택,3,3,0,"월 09:00(75) 606-114, 수 09:00(75) 606-114",박강현,,,N,N,35,
764,자연과학대학,,화학과,4학년,CH3400331,034,컴퓨터응용화학,전공선택,3,3,0,"화 10:30(75) 606-114, 목 10:30(75) 606-114",박영상,,,N,N,35,
765,자연과학대학,,미생물학과,전학년,ZF1200647,001,역사를바꾼전염병,효원균형교양,3,3,0,"화 10:30(75) 501-205, 목 10:30(75) 501-205",손문일,사회와문화,,N,N,50,
766,자연과학대학,,미생물학과,전학년,ZF1200037,001,술의세계,효원창의교양,3,3,0,"화 15:00(75) 501-205, 목 15:00(75) 501-205",강호영,융합과 창의,,N,N,50,
767,자연과학대학,,미생물학과,1학년,MC1100007,001,생명과학실험(I),전공기초,1,0,2,월 13:00(100) 501-616,이은희,,,N,N,0,
768,자연과학대학,,미생물학과,1학년,MC1100007,002,생명과학실험(I),전공기초,1,0,2,수 13:00(100) 501-616,강호영,,,N,N,0,
769,자연과학대학,,미생물학과,1학년,MC1500214,001,일반물리학(I),전공기초,3,3,0,"화 13:30(75) 501-305, 목 13:30(75) 501-305",서연우,,,N,N,0,
770,자연과학대학,,미생물학과,1학년,MC1500509,001,생명과학(I),전공기초,3,3,0,"화 09:00(75) 501-305, 목 09:00(75) 501-305",오정일,,,N,N,0,
771,자연과학대학,,미생물학과,1학년,MC1500509,002,생명과학(I),전공기초,3,3,0,"월 15:00(75) 501-305, 수 15:00(75) 501-305",황지환,,,N,N,30,
772,자연과학대학,,미생물학과,2학년,MC2200568,036,일반생화학(I),전공필수,3,3,0,"월 10:30(75) 501-305, 수 10:30(75) 501-305",서영수,,,N,N,45,
773,자연과학대학,,미생물학과,2학년,MC2300152,036,일반미생물학(I),전공필수,3,3,0,"화 10:30(75) 501-305, 목 10:30(75) 501-305",이은희,,,N,N,45,
774,자연과학대학,,미생물학과,2학년,MC2300155,023,일반미생물학실험(I),전공필수,1,0,2,화 13:00(100) 501-616,손문일,,,N,N,20,
775,자연과학대학,,미생물학과,2학년,MC2300155,024,일반미생물학실험(I),전공필수,1,0,2,목 13:00(100) 501-616,오정일,,,N,N,20,
776,자연과학대학,,미생물학과,2학년,MC3600514,036,분자생물학(I),전공선택,3,3,0,"화 15:00(75) 501-305, 목 15:00(75) 501-305",오정일,,,N,N,45,
777,자연과학대학,,미생물학과,3학년,MC2300140,036,미생물생리학,전공필수,3,3,0,"월 13:30(75) 501-305, 수 13:30(75) 501-305",황지환,,,N,N,45,
778,자연과학대학,,미생물학과,3학년,MC2003580,036,에코데이터사이언스,전공선택,3,3,0,"월 10:30(75) 501-303, 수 10:30(75) 501-303",김태관,,,N,N,18,
779,자연과학대학,,미생물학과,3학년,MC2300142,036,환경미생물학,전공선택,3,3,0,"월 09:00(75) 501-305, 수 09:00(75) 501-305",김태관,,,N,N,45,
780,자연과학대학,,미생물학과,3학년,MC2300147,036,병원미생물학,전공선택,3,3,0,"화 13:30(75) 501-303, 목 13:30(75) 501-303",강호영,,,N,N,30,
781,자연과학대학,,미생물학과,3학년,MC2700527,023,병원미생물학실험,전공선택,2,0,4,화 18:00-22:00 501-716,강호영,,,N,N,20,
782,자연과학대학,,미생물학과,3학년,MC3100760,036,식품미생물학,전공선택,3,3,0,"화 10:30(75) 501-303, 목 10:30(75) 501-303",차재호,,,N,N,30,
783,자연과학대학,,미생물학과,3학년,MC3100761,023,식품미생물학실험,전공선택,2,0,4,목 18:00-22:00 501-716,차재호,,,N,N,20,
784,자연과학대학,,미생물학과,4학년,MC3100528,036,식물미생물학,전공선택,3,3,0,"월 15:00(75) 501-303, 수 15:00(75) 501-303",서영수,,,N,N,15,
785,자연과학대학,,미생물학과,4학년,MC3600513,036,미생물단백질조절론,전공선택,3,3,0,"화 09:00(75) 501-715, 목 09:00(75) 501-715",손문일,,영어,N,N,15,
786,자연과학대학,,분자생물학과,전학년,ZF1200500,001,생명과학과 미래 산업혁명,효원창의교양,3,3,0,"화 13:30(75) 501-301, 목 13:30(75) 501-301",문용환,융합과 창의,,N,N,30,
787,자연과학대학,,분자생물학과,전학년,ZF1200500,002,생명과학과 미래 산업혁명,효원창의교양,3,3,0,"화 13:30(75) 501-311, 목 13:30(75) 501-311",석혜연,융합과 창의,,N,N,30,
788,자연과학대학,,분자생물학과,1학년,MB1100007,001,생명과학실험(I),전공기초,1,0,2,월 14:00(100) 501-516,정재훈,,,N,N,1,
789,자연과학대학,,분자생물학과,1학년,MB1100007,002,생명과학실험(I),전공기초,1,0,2,수 14:00(100) 501-516,박종호,,,N,N,1,
790,자연과학대학,,분자생물학과,1학년,MB1500509,001,생명과학(I),전공기초,3,3,0,"화 15:00(75) 501-311, 목 15:00(75) 501-311",김애리,,,N,N,3,
791,자연과학대학,,분자생물학과,1학년,MB1500509,002,생명과학(I),전공기초,3,3,0,"화 16:30(75) 501-301, 목 16:30(75) 501-301",석혜연,,,N,N,3,
792,자연과학대학,,분자생물학과,2학년,MB2200635,039,생화학(I),전공필수,3,3,0,"화 15:00(75) 501-301, 목 15:00(75) 501-301",장세복,,,N,N,60,
793,자연과학대학,,분자생물학과,2학년,MB2300233,039,분자생물학(I),전공필수,3,3,0,"화 09:00(75) 501-301, 목 09:00(75) 501-301",문용환,,,N,N,60,
794,자연과학대학,,분자생물학과,2학년,MB3100781,001,분자생물학실험(I),전공필수,2,0,4,월 16:30-20:30 501-416,박범준/이경하,,,Y,N,16,
795,자연과학대학,,분자생물학과,2학년,MB3100781,002,분자생물학실험(I),전공필수,2,0,4,화 16:30-20:30 501-416,박범준/이경하,,,Y,N,16,
796,자연과학대학,,분자생물학과,2학년,MB3100781,003,분자생물학실험(I),전공필수,2,0,4,금 13:30-17:30 501-416,박범준/이경하,,,Y,N,16,
797,자연과학대학,,분자생물학과,2학년,MB2400430,039,분자유전학,전공선택,3,3,0,"월 13:30(75) 501-301, 수 13:30(75) 501-301",박범준,,,N,N,40,
798,자연과학대학,,분자생물학과,3학년,MB2300268,039,세포생물학(II),전공필수,3,3,0,"월 16:30(75) 501-301, 수 16:30(75) 501-301",황재연,,,N,N,50,
799,자연과학대학,,분자생물학과,3학년,MB2300288,039,분자생리학,전공선택,3,3,0,"월 09:00(75) 501-301, 수 09:00(75) 501-301",정재훈,,,N,N,35,
800,자연과학대학,,분자생물학과,3학년,MB2300972,039,분자의생명과학,전공선택,3,3,0,"화 10:30(75) 501-311, 목 10:30(75) 501-311",박종호,,,N,N,30,
801,자연과학대학,,분자생물학과,3학년,MB2300975,001,식물분자생물학실험,전공선택,2,0,4,금 13:30-17:30 501-516,문용환,,,N,N,24,
802,자연과학대학,,분자생물학과,3학년,MB2600596,039,후생학,전공선택,3,3,0,"화 12:00(75) 501-301, 목 12:00(75) 501-301",김애리,,,N,N,30,
803,자연과학대학,,분자생물학과,3학년,MB3500813,039,식물분자세포생리학,전공선택,3,3,0,"월 10:30(75) 501-301, 수 10:30(75) 501-301",문용환,,,N,N,50,
804,자연과학대학,,분자생물학과,3학년,MB3600589,039,RNA생물학,전공선택,3,3,0,"화 09:00(75) 501-311, 목 09:00(75) 501-311",이경하,,영어,N,N,30,
805,자연과학대학,,분자생물학과,4학년,MB2003042,039,기초신경생물학,전공선택,3,3,0,"화 10:30(75) 501-301, 목 10:30(75) 501-301",정의만,,,N,N,30,
806,자연과학대학,,분자생물학과,4학년,MB2003045,039,생식발생학,전공선택,3,3,0,"월 13:30(75) 501-311, 수 13:30(75) 501-311",황재연,,영어,N,N,30,
807,자연과학대학,,분자생물학과,4학년,MB2700599,039,고급분자생물학연구(I),전공선택,3,3,0,금 10:00-13:00 501-311,정의만,,,N,N,15,
808,자연과학대학,,분자생물학과,4학년,MB3500512,039,응용면역학,전공선택,3,3,0,"월 10:30(75) 501-311, 수 10:30(75) 501-311",김영희,,,N,N,30,
809,자연과학대학,,생명과학과,전학년,ZF1100908,001,노벨상과현대과학,효원균형교양,3,3,0,"월 15:00(75) 501-304, 수 15:00(75) 501-304",박강현/윤부현/이상학,과학과기술,,Y,N,50,
810,자연과학대학,,생명과학과,전학년,ZF1100993,001,중독과사회,효원균형교양,3,3,0,금 09:00-12:00 501-304,최은상,과학과기술,,N,N,50,
811,자연과학대학,,생명과학과,전학년,ZF1200071,001,생명의프린키피아,효원균형교양,3,3,0,"화 16:30(75) 501-205, 목 16:30(75) 501-205",김희수,과학과기술,,N,Y,70,"MOOC,원격(비실시간)"
812,자연과학대학,,생명과학과,1학년,BL1100007,001,생명과학실험(I),전공기초,1,0,2,화 16:30(100) 501-816,최은상,,,N,N,0,
813,자연과학대학,,생명과학과,1학년,BL1100007,002,생명과학실험(I),전공기초,1,0,2,수 16:30(100) 501-816,최은상,,,N,N,0,
814,자연과학대학,,생명과학과,1학년,BL1100007,003,생명과학실험(I),전공기초,1,0,2,목 16:30(100) 501-816,최은상,,,N,N,0,
815,자연과학대학,,생명과학과,1학년,BL1500214,001,일반물리학(I),전공기초,3,3,0,금 13:30-16:30 501-304,김건철,,,N,N,0,
816,자연과학대학,,생명과학과,1학년,BL1500509,001,생명과학(I),전공기초,3,3,0,"월 15:00(75) 501-205, 수 15:00(75) 501-205",임가현,,,N,N,0,
817,자연과학대학,,생명과학과,2학년,BL2700559,035,세포생물학,전공필수,3,3,0,"월 13:30(75) 501-304, 수 13:30(75) 501-304",정영미,,,N,N,55,
818,자연과학대학,,생명과학과,2학년,BL2200998,035,생물공학,전공선택,3,3,0,"월 09:00(75) 501-302, 수 09:00(75) 501-302",윤부현,,,N,N,25,
819,자연과학대학,,생명과학과,2학년,BL2300959,035,동물계통분류학,전공선택,3,3,0,"화 10:30(75) 501-304, 목 10:30(75) 501-304",김희수,,,N,N,50,
820,자연과학대학,,생명과학과,2학년,BL3500789,035,식물형태학,전공선택,3,3,0,"월 09:00(75) 501-304, 수 09:00(75) 501-304",정태준,,,N,N,50,
821,자연과학대학,,생명과학과,3학년,BL2400749,035,생태학,전공필수,3,3,0,"월 16:30(75) 501-205, 수 16:30(75) 501-205",이상빈,,,N,N,100,
822,자연과학대학,,생명과학과,3학년,BL2400750,035,생화학,전공필수,3,3,0,"월 10:30(75) 501-304, 수 10:30(75) 501-304",윤부현,,,N,N,50,
823,자연과학대학,,생명과학과,3학년,BL3600616,021,캡스톤디자인고급생명과학실험(I),전공필수,2,0,4,월 18:00-22:00 501-916,임가현,,,N,N,30,
824,자연과학대학,,생명과학과,3학년,BL3600616,022,캡스톤디자인고급생명과학실험(I),전공필수,2,0,4,수 18:00-22:00 501-916,임가현,,,N,N,30,
825,자연과학대학,,생명과학과,3학년,BL2300015,035,면역학,전공선택,3,3,0,"화 09:00(75) 501-304, 목 09:00(75) 501-304",양진영,,,N,N,40,
826,자연과학대학,,생명과학과,3학년,BL2700729,035,신경과학,전공선택,3,3,0,"화 15:00(75) 501-302, 목 15:00(75) 501-302",최은상,,영어,N,N,25,
827,자연과학대학,,생명과학과,3학년,BL3500790,035,식물발생학,전공선택,3,3,0,"화 09:00(75) 501-302, 목 09:00(75) 501-302",정태준,,,N,N,25,
828,자연과학대학,,생명과학과,4학년,BL3200290,035,암생물학,전공선택,3,3,0,"화 15:00(75) 501-304, 목 15:00(75) 501-304",김상우,,,N,N,40,
829,자연과학대학,,생명과학과,4학년,BL3400757,035,기계생물학,전공선택,3,3,0,"월 10:30(75) 501-302, 수 10:30(75) 501-302",김태진,,,N,N,30,
830,자연과학대학,,지질환경과학과,전학년,ZF1100198,001,지구의역사,효원균형교양,3,3,0,"화 15:00(75) 416-111, 목 15:00(75) 416-111",정훈영,과학과기술,,N,N,70,
831,자연과학대학,,지질환경과학과,전학년,ZF1100198,002,지구의역사,효원균형교양,3,3,0,"월 13:30(75) 416-B104, 수 13:30(75) 416-B104",강희철,과학과기술,,N,N,70,
832,자연과학대학,,지질환경과학과,전학년,ZF1100480,001,지구와인간,효원균형교양,3,3,0,"화 16:30(75) 416-111, 목 16:30(75) 416-111",이충모,과학과기술,,N,N,70,
833,자연과학대학,,지질환경과학과,전학년,ZF1100480,002,지구와인간,효원균형교양,3,3,0,"월 16:30(75) 416-111, 수 16:30(75) 416-111",강희철,과학과기술,,N,N,70,
834,자연과학대학,,지질환경과학과,1학년,GY1500365,001,물리학개론,전공기초,3,3,0,"월 09:00(75) 416-B104, 수 09:00(75) 416-B104",김건철,,,N,N,50,
835,자연과학대학,,지질환경과학과,1학년,GY1500815,001,지질환경과학개론(I),전공기초,3,3,0,"화 10:30(75) 414-B104, 목 10:30(75) 414-B104",손문,,,N,N,50,
836,자연과학대학,,지질환경과학과,1학년,GY1500815,002,지질환경과학개론(I),전공기초,3,3,0,"화 13:30(75) 416-B104, 목 13:30(75) 416-B104",이용문,,,N,N,50,
837,자연과학대학,,지질환경과학과,2학년,GY2002830,037,광물학및실험,전공필수,3,3,0,"화 10:30(75) 416-B104, 목 10:30(75) 416-B104",이용문,,,N,N,50,
838,자연과학대학,,지질환경과학과,2학년,GY2200755,037,화성암석학,전공필수,3,3,0,"월 13:30(75) 414-B104, 수 13:30(75) 414-B104",김기범,,,N,N,50,
839,자연과학대학,,지질환경과학과,2학년,GY2200775,037,구조지질학,전공필수,3,3,0,"화 15:00(75) 416-B104, 목 15:00(75) 416-B104",손문,,,N,N,50,
840,자연과학대학,,지질환경과학과,3학년,GY3400236,037,원격탐사학,전공필수,3,3,0,"화 13:30(75) 414-B104, 목 13:30(75) 414-B104",홍상훈,,,N,N,50,
841,자연과학대학,,지질환경과학과,3학년,GY3900234,037,퇴적암석학,전공필수,3,3,0,"월 10:30(75) 416-B104, 수 10:30(75) 416-B104",임현수,,,N,N,50,
842,자연과학대학,,지질환경과학과,3학년,GY2002833,037,암석기재학및실험,전공선택,3,3,0,"월 16:30(75) 414-B104, 수 16:30(75) 414-B104",김기범,,,N,N,50,
843,자연과학대학,,지질환경과학과,3학년,GY3000107,037,분석지구화학,전공선택,3,3,0,"화 10:30(75) 414-105, 목 10:30(75) 414-105",정훈영,,,N,N,50,
844,자연과학대학,,지질환경과학과,3학년,GY3300627,037,지진학,전공선택,3,3,0,"월 15:00(75) 414-105, 수 15:00(75) 414-105",김광희,,,N,N,50,
845,자연과학대학,,지질환경과학과,4학년,GY2200768,037,환경지질학,전공선택,3,3,0,"화 15:00(75) 414-105, 목 15:00(75) 414-105",이충모,,,N,N,50,
